CodCan,LibCan,Bureau de vote,Libellé,Inscrits,Votants,Nuls,Blancs,Exprimés,Procurations,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix
03,Angers 3,306,ECOLE MATERNELLE RENE GASNIER,861,425,4,15,406,8,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,79,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,136,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,125,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,44,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,22,,,,
03,Angers 3,307,CHAPELLE SAINT-LAZARE,1032,514,10,11,493,8,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,76,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,152,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,165,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,50,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,50,,,,
03,Angers 3,308,ECOLE ROBERT DESNOS,878,379,2,12,365,2,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,77,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,109,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,116,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,35,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,28,,,,
03,Angers 3,309,ECOLE ROBERT DESNOS,923,324,5,8,311,4,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,64,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,71,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,120,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,35,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,21,,,,
03,Angers 3,310,ECOLE MATERNELLE ALDO FERRARO,1012,529,6,13,510,11,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,80,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,132,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,196,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,53,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,49,,,,
03,Angers 3,311,ECOLE MATERNELLE ALDO FERRARO,1267,490,15,16,459,5,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,94,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,102,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,172,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,47,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,44,,,,
03,Angers 3,312,ECOLE MONTESQUIEU,1306,544,9,17,518,4,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,140,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,131,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,173,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,49,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,25,,,,
03,Angers 3,351,BEAUCOUZE,4138,2179,15,60,2104,27,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,348,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,551,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,1002,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,140,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,63,,,,
03,Angers 3,352,BEHUARD,109,54,1,2,51,1,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,5,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,18,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,13,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,8,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,7,,,,
03,Angers 3,353,SAINT CLEMENT DE LA PLACE,1411,769,6,29,734,8,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,162,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,141,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,370,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,38,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,23,,,,
03,Angers 3,354,SAINT JEAN DE LINIERES,1223,669,8,34,627,3,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,132,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,213,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,216,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,46,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,20,,,,
03,Angers 3,355,SAINT LAMBERT LA POTHERIE,1895,1007,13,31,963,13,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,215,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,364,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,281,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,67,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,36,,,,
03,Angers 3,356,SAINT LEGER DES BOIS,1192,656,5,13,638,4,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,96,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,312,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,151,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,61,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,18,,,,
03,Angers 3,357,SAINT MARTIN DU FOUILLOUX,1265,699,11,27,661,12,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,146,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,189,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,194,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,92,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,40,,,,
03,Angers 3,358,SAVENNIERES,972,505,27,7,471,18,DE GOUTTES Marie - ORMAIN Antoine,BC-FN,Front National,99,MOREAU Michelle - POQUIN Franck,BC-UD,Union de la Droite,135,AMY Fatimata - ROISNÉ Didier,BC-SOC,Parti Socialiste,131,CHALLET Magalie - CHERBONNIER Jérémy,BC-VEC,Europe-Ecologie-Les Verts,66,BLEU - COMBELLES Natacha - GABORIAU Julien,BC-COM,Parti communiste français,40,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,Angers 4,401,ECOLE MATERNELLE RENE DESCARTES,980,432,4,9,419,6,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,77,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,32,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,72,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,131,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,70,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,37
04,Angers 4,401,SALLE DAVIERS,1077,538,7,10,521,17,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,89,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,63,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,120,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,164,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,54,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,31
04,Angers 4,403,ECOLE MATERNELLE GERARD PHILIPE,952,467,7,19,441,11,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,104,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,58,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,93,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,110,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,55,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,21
04,Angers 4,404,ECOLE MATERNELLE GERARD PHILIPE,1203,624,6,18,600,10,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,125,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,109,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,145,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,147,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,48,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,26
04,Angers 4,405,ECOLE ELEMENTAIRE NELSON MANDELA,780,229,5,11,213,5,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,41,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,33,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,44,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,42,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,27,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,26
04,Angers 4,406,ECOLE ELEMENTAIRE NELSON MANDELA,1052,586,8,12,566,11,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,77,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,95,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,162,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,148,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,58,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,26
04,Angers 4,451,AVRILLE,10385,5383,50,161,5172,115,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,1104,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,759,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,755,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,1892,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,412,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,250
04,Angers 4,452,LA MEIGNANNE,1613,897,10,32,855,21,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,121,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,143,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,249,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,241,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,66,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,35
04,Angers 4,453,LA MEMBROLLE SUR LONGUENEE,1391,755,6,50,699,5,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,79,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,147,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,217,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,174,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,43,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,39
04,Angers 4,454,MONTREUIL JUIGNE,5760,2784,30,107,2647,48,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,497,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,484,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,508,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,804,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,186,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,168
04,Angers 4,455,LE PLESSIS MACE,911,508,5,37,466,7,HOUDBINE Michel - JAMIL Catherine,BC-SOC,Parti Socialiste,59,HORTAUT Célia - TROISNE Mario,BC-FN,Front National,99,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,146,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,101,LAVEAU Romain - LEMOINE - MAULNY Estelle,BC-VEC,Europe-Ecologie-Les Verts,45,DUPEYROUX Stéphanie - LAUNAY Martial,BC-COM,Parti communiste français,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Angers 5,501,LYCEE JOACHIM DU BELLAY,887,354,2,15,337,8,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,28,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,29,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,47,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,93,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,68,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,72
05,Angers 5,502,LYCEE JOACHIM DU BELLAY,1210,632,4,14,614,15,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,64,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,37,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,54,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,187,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,73,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,199
05,Angers 5,503,ECOLE MATERNELLE MARIE TALET,1189,530,3,24,503,7,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,62,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,35,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,60,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,174,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,57,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,115
05,Angers 5,504,ECOLE MATERNELLE MARIE TALET,1051,483,7,8,468,7,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,67,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,44,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,50,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,149,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,64,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,94
05,Angers 5,505,ENSEMBLE JEAN MACE,1211,581,5,14,562,13,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,87,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,48,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,58,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,200,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,88,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,81
05,Angers 5,506,ENSEMBLE JEAN MACE,1341,653,9,19,625,7,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,80,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,38,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,64,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,236,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,87,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,120
05,Angers 5,507,ECOLE ANNIE FRATELLINI,907,441,4,8,429,8,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,58,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,39,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,47,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,138,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,39,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,108
05,Angers 5,508,ECOLE ANNIE FRATELLINI,927,421,5,19,397,1,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,42,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,27,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,49,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,119,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,74,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,86
05,Angers 5,509,ECOLE VOLTAIRE,987,430,4,21,405,5,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,38,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,17,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,68,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,120,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,88,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,74
05,Angers 5,510,ECOLE VOLTAIRE,938,378,6,14,358,2,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,27,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,19,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,48,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,96,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,107,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,61
05,Angers 5,511,ECOLE VOLTAIRE,912,324,5,13,306,3,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,33,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,18,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,41,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,94,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,65,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,55
05,Angers 5,512,ECOLE MATERNELLE PAUL VALERY,1054,398,5,7,386,2,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,37,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,18,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,58,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,109,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,112,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,52
05,Angers 5,513,ECOLE MATERNELLE PAUL VALERY,1040,339,2,12,325,1,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,31,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,22,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,43,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,87,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,84,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,58
05,Angers 5,514,ECOLE MATERNELLE PAUL VALERY,1038,486,5,10,471,6,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,38,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,23,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,48,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,150,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,95,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,117
05,Angers 5,551,BRIOLLAY,2184,1197,10,31,1156,23,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,49,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,42,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,101,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,498,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,239,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,227
05,Angers 5,552,CANTENAY EPINARD,1727,949,16,34,899,14,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,65,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,47,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,30,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,209,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,129,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,419
05,Angers 5,553,ECOUFLANT,3037,1660,16,56,1588,34,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,207,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,71,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,219,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,419,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,380,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,292
05,Angers 5,554,ECUILLE,438,241,2,10,229,8,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,14,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,19,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,25,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,81,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,45,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,45
05,Angers 5,555,FENEU,1594,885,19,52,814,13,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,91,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,38,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,86,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,257,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,157,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,185
05,Angers 5,556,SOULAIRE ET BOURG,1096,599,5,23,571,5,BENARD Nathalie - DELAUNAY Dominique,BC-VEC,Europe-Ecologie-Les Verts,41,DUPEYROUX Xavier - POUPET Sandrine,BC-COM,Parti communiste français,31,MINGOT Elisabeth - RAMBAULT Valentin,BC-DVD,Divers droite,51,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,201,POIRRIER Marie-Claire - VIANNAY Yves,BC-FN,Front National,130,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Angers 6,601,ECOLE ANNIE FRATELLINI,1290,569,14,24,531,6,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,155,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,137,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,150,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,42,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,47,,,,
06,Angers 6,602,ECOLE ANNIE FRATELLINI,1078,456,10,16,430,1,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,91,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,134,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,113,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,34,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,58,,,,
06,Angers 6,603,ECOLE MATERNELLE HENRI CHIRON,1011,416,4,9,403,4,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,98,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,127,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,106,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,29,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,43,,,,
06,Angers 6,604,ECOLE MATERNELLE HENRI CHIRON,1292,609,11,22,576,5,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,130,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,161,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,184,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,46,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,55,,,,
06,Angers 6,651,BEAUVEAU,187,115,4,3,108,0,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,25,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,50,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,15,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,15,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,3,,,,
